0.9995	Infinity	Infinity	Infinity	2.138964961360878E11	6936534.111622327	Infinity	103178.77068521264	Infinity	1043948.0455587116	347982.68185290386	472416.93091957935	128174.81608730488	73003.35982928054	128174.81608730488	1793.82518080657	6364.6532042922045	3307.6368815076125	554.8623033085826	376.17971488623857	191.62079851615536	NaN
0.001	3294.3591990509954	9.66497430782874	3.2163495072855497	1.056755647320572	0.9789509321721271	0.35225143199328096	0.9639989339006532	0.431884276946119	0.34724827753390813	0.17521843217093988	0.14788298233810035	1.3643088300287658	0.17220718309019922	0.16715931062118133	0.1665433985422553	0.8480123191566947	0.8386287611382476	0.7635528689899811	4.91666530318932	0.6937757980789401	NaN
0.999	Infinity	Infinity	Infinity	6.3930386573712334E7	4964945.58766736	1.4615272637821961E7	103178.77068521264	2087896.0911174233	347982.68185290386	347982.68185290386	472416.93091957935	128174.81608730488	73003.35982928054	128174.81608730488	1793.82518080657	6364.6532042922045	3307.6368815076125	554.8623033085826	376.17971488623857	191.62079851615536	NaN
0.005	3294.3591990509954	9.782043294668192	3.2618993098609543	3.214786468584878	1.6116212696507912	0.9730986236702817	1.0363064671181355	0.6463373523099349	0.34796423054545583	0.21643263387543765	0.9273171726478303	1.3643088300287658	0.17220718309019922	0.16715931062118133	0.1665433985422553	0.8480123191566947	0.8386287611382476	0.8515806731925051	4.91666530318932	0.6937757980789401	NaN
0.995	Infinity	Infinity	Infinity	660174.7721203312	255562.68929720484	34482.46363423264	18845.341669295165	31108.084361128796	52959.50194106389	291163.81654834305	34379.52417871491	7071.542705066411	10563.265805651616	6355.1569320982235	1793.82518080657	6364.6532042922045	3307.6368815076125	554.8623033085826	376.17971488623857	191.62079851615536	NaN
0.01	3294.3591990509954	9.782043294668192	7.538276637807295	3.245123581737634	1.6255838801785276	1.5978503980098746	1.5916653601702786	0.9563537545056298	1.0097998450520063	1.535063438794449	0.9857575776280902	4.412768333392199	0.8879279227897817	0.1716332364562367	0.9000386018839748	1.3191817710997198	5.435227498385424	5.602718736515661	5.0452912228467115	0.6937757980789401	NaN
0.99	Infinity	Infinity	5478269.215186073	264573.3905187522	138612.33336363902	28597.194310465315	13209.865348591095	10378.106700426313	22538.865104121985	42465.924955411974	6345.677466513283	5261.705216794848	9137.580659368941	6355.1569320982235	1088.7838776561846	6364.6532042922045	3307.6368815076125	426.81702719966347	234.4441014590271	191.62079851615536	NaN
0.025	4746.459596697656	376.96006145879784	147.23660750463023	45.973816657589595	9.203832299247575	3.173184664775731	3.153331984400525	2.978329444050616	6.509071680950266	2.9359198280477727	1.490355114249426	5.639802279370207	0.9557508512549708	0.6096316584871407	0.9159090370516371	5.755264162045311	11.509186683567682	15.179043357129961	12.560102428922693	1.5256612045214453	NaN
0.975	Infinity	1.1762652836895757E9	2378959.1129950336	172654.7371392389	65970.22581830766	20221.43940726997	10642.640774154424	5566.965112548495	3334.758327672021	4638.738324505843	2563.8629636720684	1103.4725774189258	6016.397972535334	4089.9697377751468	618.6662900446015	6364.6532042922045	1640.910555101862	367.65723649008976	194.8606532495787	182.09522319069802	NaN
0.05	4746.5	789.1866168786207	598.3772505792978	339.1629414706989	29.475618568592758	9.239695219517237	9.065455022182025	8.73127811340457	8.016246289250725	7.686531547118438	2.9696386011884774	7.702500762722188	14.139577663425829	5.790276231375289	5.409634216509025	14.811752621308553	15.883884722978618	60.20145300206972	29.7036499273099	4.113363982512166	NaN
0.95	Infinity	1.5006685632061115E8	1289100.167074807	107201.18786985504	49228.378032369015	15094.55026195569	7469.529897015638	4663.277506103241	2828.779819450509	2085.261192804168	1793.2192870046078	1023.3590051981801	2269.9604701964063	857.6697254986855	614.3343980874678	570.4252079184909	500.63677411830065	205.33735131495925	167.50039734013944	132.05129024096462	NaN
0.1	234662.99229143115	2487.2913253781267	2240.3324928203588	1325.2146839324582	282.44064021019113	171.7470054291129	108.57480715723545	84.0396535804143	30.90142589263589	34.47573982158654	7.921122919095761	42.20296587915831	37.551966283686156	33.09752308092607	20.657241592377027	39.873780603954394	54.09865315319417	118.17484136162224	57.284335128497936	48.678240031362876	NaN
0.9	Infinity	5.8062302109909296E7	548372.013793766	69189.30464473089	34440.3051006768	12593.852843668494	5964.666415110785	3715.9584838910205	2375.2836895947166	1891.5887744321526	1399.8944286614	948.9693559075357	845.5025181151735	614.0488415962907	523.7096551185851	392.30699943102564	354.9394743046882	182.74181272676992	154.83648889331656	129.2971380458189	NaN
0.5	2.8426136518380764E10	209683.85219975116	64715.57139478873	21478.105477332974	10627.097800703168	5823.769700197043	3457.1465322210493	2164.5747789410298	1521.7093715733677	1010.4393435342294	759.2199228530492	610.6096500605016	464.0462967379537	349.5521129875891	291.6949481650123	234.58280012768844	163.19474754767543	136.27048455865076	117.24709245139572	101.13811518639146	NaN
